Index,Expression,Success_P,Avg_Time_P,Std_Time_P,Success_S,Avg_Time_S,Std_Time_S
157,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((277.91+849.91)+476.04)+881.86)+426.24)+826.29)+407.28)+189.47)+395.69)+384.09)+333.26)+114.26)+305.92)+551.79)+875.98)+667.01)+416.02)+79.67)+77.76)+835.58)+582.83)+671.07)+602.33)+405.87)+530.35)+530.60)+739.49)+525.81)+222.79)+466.69)+629.93)+158.03)+952.87)+856.90)+915.92)+865.58)+763.32)+58.14)+94.86)+388.18)+146.66)+905.73)+634.95)+588.62)+7.53)+626.55)+486.36)+175.93)+801.85)+731.30)+900.17)+238.97)+393.82)+895.12)+277.25)+658.70)+725.88)+874.26)+632.55)+241.12)+565.26)+352.09)+619.05)+319.41)+377.72)+304.08)+617.09)+457.66)+935.97)+896.98)+510.66)+742.85)+156.46)+610.19)+394.24)+29.21)+890.34)+912.12)+960.38)+185.68)+784.05)+525.81)+303.60)+594.35)+254.88)+720.64)+774.59)+610.50)+651.58)+143.78)+498.71)+762.29)+753.81)+362.22)+863.86)+862.77)+626.33)+743.12)+624.92)+110.33)+252.95)+322.03)+344.54)+659.55)+84.01)+995.78)+66.96)+434.75)+814.74)+371.98)+919.24)+667.14)+695.12)+935.88)+392.42)+423.20)+664.51)+337.80)+370.93)+242.34)+78.10)+579.44)+612.47)+728.68)+979.30)+141.85)+85.74)+91.93)+22.71)+630.31)+620.74)+859.88)+18.97)+766.16)+805.08)+938.94)+714.51)+781.20)+546.86)+21.80)+348.24)+937.18)+194.76)+342.67)+213.23)+777.40)+833.62)+671.49)+805.90)+679.91)+292.21)+202.32)+425.68)+378.00)+122.54)+487.12)+986.38)+62.69),0,199.3,70.0978,0,71.31,29.2946
158,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((702.04+112.91)+701.72)+796.69)+28.37)+769.49)+753.26)+968.13)+346.76)+971.67)+910.53)+302.08)+67.11)+845.90)+108.05)+15.25)+310.53)+130.41)+860.21)+488.29)+713.26)+739.20)+786.58)+41.33)+686.25)+877.14)+88.48)+93.42)+177.73)+102.08)+644.21)+218.95)+909.12)+588.42)+646.70)+143.42)+426.48)+801.68)+763.69)+401.67)+812.90)+436.80)+214.04)+332.97)+281.12)+802.54)+263.09)+780.27)+923.38)+265.30)+912.15)+566.18)+736.64)+658.41)+880.62)+618.84)+911.21)+696.35)+565.18)+33.59)+579.42)+246.39)+48.64)+540.36)+781.93)+898.21)+275.99)+510.78)+733.18)+531.36)+599.67)+709.29)+65.35)+401.01)+828.47)+46.53)+54.65)+534.42)+939.14)+81.18)+391.52)+288.31)+549.05)+830.76)+610.36)+377.32)+577.92)+148.13)+620.45)+922.29)+12.27)+168.83)+564.70)+883.76)+334.49)+756.23)+906.77)+33.02)+12.43)+928.01)+80.37)+784.49)+979.85)+313.01)+748.95)+565.42)+89.50)+196.59)+126.14)+58.41)+702.40)+314.82)+111.94)+411.40)+362.96)+240.80)+113.99)+862.67)+866.40)+577.63)+144.91)+537.86)+818.74)+531.88)+327.60)+992.94)+342.64)+734.88)+187.79)+236.33)+975.43)+72.34)+894.44)+925.27)+990.83)+829.35)+948.20)+475.56)+758.46)+384.42)+15.30)+126.90)+837.09)+51.36)+283.55)+663.79)+371.93)+10.50)+419.95)+94.35)+693.12)+190.18)+415.19)+172.98)+318.93)+227.36)+246.12)+501.37)+586.23),0,160.67,26.8505,0,57.84,11.6807
159,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((733.23+457.21)+388.47)+63.30)+917.31)+232.43)+481.25)+377.59)+71.79)+619.93)+174.03)+993.44)+828.92)+657.79)+395.15)+288.73)+613.53)+678.30)+265.65)+836.20)+990.31)+95.59)+537.37)+516.71)+271.59)+580.74)+481.95)+110.84)+866.09)+340.94)+158.56)+971.94)+346.27)+711.19)+984.36)+63.87)+529.66)+75.37)+693.58)+928.26)+325.55)+511.54)+418.71)+317.57)+353.86)+407.27)+30.23)+996.32)+82.60)+179.03)+899.28)+143.35)+334.98)+15.59)+23.04)+219.67)+962.90)+512.83)+183.68)+144.10)+887.18)+792.50)+529.36)+895.35)+172.35)+700.48)+938.68)+458.41)+558.94)+38.57)+200.31)+533.03)+647.27)+626.79)+526.66)+638.29)+760.20)+651.35)+257.12)+386.20)+847.63)+53.15)+291.68)+323.38)+988.87)+940.42)+675.72)+851.18)+760.12)+369.00)+790.53)+454.16)+23.51)+141.30)+829.00)+63.01)+5.01)+224.33)+244.72)+35.78)+387.56)+697.04)+150.22)+765.26)+646.83)+314.72)+481.19)+408.63)+904.39)+147.41)+535.80)+212.85)+367.90)+252.03)+870.01)+317.90)+24.86)+820.10)+402.29)+340.56)+755.59)+224.40)+475.23)+196.06)+189.95)+422.68)+11.89)+842.28)+283.66)+498.69)+537.90)+433.89)+402.03)+905.93)+893.31)+847.50)+926.93)+894.63)+3.07)+672.93)+933.97)+157.74)+52.11)+867.03)+197.24)+32.72)+910.76)+100.05)+461.86)+485.45)+926.77)+234.69)+386.56)+847.68)+972.28)+89.52)+612.42)+860.36)+124.78)+242.56),0,164.15,18.4716,0,59.05,12.199
160,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((770.91+632.47)+938.90)+124.23)+938.14)+282.25)+711.55)+977.66)+597.43)+995.72)+7.99)+319.71)+369.81)+339.93)+249.88)+737.56)+182.19)+108.77)+154.34)+996.83)+765.40)+147.33)+111.88)+359.21)+291.18)+905.68)+731.61)+102.50)+774.43)+852.38)+893.51)+249.76)+771.11)+129.08)+471.12)+180.84)+433.53)+299.21)+764.10)+241.98)+23.58)+288.84)+557.19)+693.38)+580.60)+220.51)+135.42)+952.63)+926.67)+532.55)+496.09)+757.37)+72.39)+608.59)+616.90)+220.87)+195.24)+425.85)+282.35)+532.64)+110.97)+133.03)+918.96)+18.16)+275.90)+40.42)+334.31)+692.67)+623.44)+130.10)+546.14)+987.83)+477.51)+592.88)+496.21)+848.61)+627.07)+128.71)+225.40)+290.54)+184.62)+982.53)+329.03)+928.76)+726.23)+805.65)+570.66)+113.47)+116.69)+256.61)+874.47)+163.84)+617.28)+709.06)+126.22)+327.64)+580.12)+96.73)+779.79)+872.59)+631.08)+607.34)+641.72)+398.69)+817.41)+260.04)+456.22)+680.94)+481.62)+565.62)+397.05)+302.00)+780.59)+401.21)+193.98)+189.26)+966.51)+181.45)+572.10)+348.40)+611.47)+51.58)+948.08)+339.26)+940.73)+844.47)+957.99)+916.24)+299.68)+658.83)+12.71)+558.26)+729.67)+516.42)+488.20)+131.54)+820.68)+195.36)+391.02)+894.81)+6.62)+324.50)+855.28)+694.81)+733.12)+490.85)+650.74)+981.71)+530.31)+996.80)+204.64)+464.81)+990.54)+77.26)+518.62)+479.98)+984.85)+445.54)+186.95)+106.38)+969.66),0,167.64,16.1392,0,60.75,14.484
161,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((66.70+104.07)+37.36)+944.97)+161.99)+580.16)+724.16)+32.72)+995.67)+153.51)+24.00)+380.73)+918.53)+722.90)+773.60)+850.99)+658.99)+572.75)+226.45)+8.58)+267.82)+315.39)+776.19)+349.87)+238.57)+641.85)+614.53)+453.68)+16.88)+774.82)+405.03)+301.25)+72.59)+970.02)+96.91)+706.75)+426.90)+954.32)+252.88)+195.31)+506.87)+939.34)+517.77)+160.45)+607.70)+656.57)+55.78)+464.92)+856.48)+790.56)+917.12)+9.83)+218.53)+818.91)+376.17)+316.72)+101.55)+808.18)+135.37)+211.13)+378.93)+706.29)+689.34)+725.46)+784.28)+366.43)+579.30)+282.90)+716.82)+521.52)+178.18)+720.92)+576.36)+910.42)+474.15)+969.77)+911.25)+324.59)+366.51)+984.02)+342.81)+538.07)+340.45)+905.79)+610.48)+379.30)+944.13)+989.55)+324.20)+781.62)+772.13)+181.66)+159.27)+904.37)+777.27)+587.65)+614.74)+968.56)+558.30)+414.26)+389.83)+796.94)+175.88)+36.47)+993.30)+477.69)+549.32)+421.84)+781.49)+549.00)+83.71)+933.87)+582.50)+46.88)+917.02)+309.24)+372.54)+338.45)+289.01)+323.70)+459.96)+483.53)+621.04)+895.10)+959.57)+539.88)+705.85)+265.40)+610.38)+687.75)+24.29)+233.23)+977.93)+134.77)+28.39)+193.53)+733.69)+175.70)+928.21)+366.13)+557.17)+273.48)+315.20)+483.76)+638.54)+924.81)+328.40)+494.80)+46.30)+146.60)+929.13)+955.13)+889.70)+268.12)+332.37)+102.21)+807.58)+25.89)+87.89)+116.54)+699.24)+60.66),0,188.67,55.7063,0,69.28,25.3995
162,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((546.34+265.58)+555.49)+146.66)+840.66)+29.78)+485.98)+790.34)+199.74)+59.68)+46.99)+720.60)+60.98)+863.44)+802.70)+966.10)+249.23)+844.72)+178.66)+798.47)+938.28)+629.83)+523.40)+838.90)+373.70)+790.72)+567.60)+728.70)+272.55)+731.23)+861.56)+253.72)+278.33)+812.06)+335.47)+241.96)+576.00)+774.28)+244.42)+950.98)+155.06)+163.60)+700.86)+358.34)+644.52)+380.52)+395.78)+854.47)+995.21)+464.16)+199.45)+196.52)+833.12)+174.28)+124.70)+891.92)+505.58)+288.39)+933.74)+285.47)+837.60)+510.56)+954.17)+721.13)+36.22)+741.19)+208.17)+644.14)+53.26)+144.80)+709.32)+461.45)+660.01)+769.43)+788.36)+937.30)+277.80)+914.21)+103.37)+261.92)+30.46)+972.69)+12.77)+597.50)+106.40)+324.73)+804.61)+161.93)+535.20)+61.77)+121.32)+947.35)+137.50)+31.36)+77.66)+259.26)+425.39)+447.52)+420.61)+223.82)+741.67)+227.40)+918.00)+757.41)+791.93)+929.76)+459.01)+596.70)+749.51)+95.52)+470.28)+996.98)+263.93)+928.50)+332.96)+120.58)+567.89)+531.12)+490.11)+269.04)+755.51)+885.94)+14.24)+329.46)+303.03)+102.51)+830.80)+319.06)+518.65)+906.66)+293.53)+292.10)+333.49)+43.40)+405.54)+892.14)+129.56)+598.11)+466.97)+311.75)+641.35)+123.87)+869.62)+670.55)+878.35)+417.27)+78.14)+356.39)+894.85)+691.44)+12.50)+76.58)+40.01)+399.16)+638.61)+101.70)+323.30)+645.12)+559.89)+19.93)+916.78)+289.29)+171.50),0,170.29,16.991,0,60.6,9.18386
163,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((465.15+776.59)+227.11)+44.53)+439.81)+869.01)+409.91)+365.81)+149.29)+161.09)+394.06)+956.96)+600.06)+287.28)+392.45)+873.87)+136.50)+114.67)+280.13)+110.94)+623.88)+596.62)+358.32)+332.92)+335.02)+725.48)+158.11)+400.42)+823.12)+165.10)+876.68)+326.01)+311.32)+372.99)+848.48)+451.29)+834.38)+412.20)+801.97)+696.02)+14.97)+643.45)+464.29)+249.63)+572.42)+692.11)+245.54)+764.68)+2.45)+219.15)+331.89)+61.62)+567.10)+274.81)+784.55)+974.31)+162.06)+739.21)+944.44)+158.52)+245.60)+850.30)+3.66)+500.21)+67.64)+803.42)+52.71)+974.66)+146.02)+216.65)+217.73)+462.89)+747.66)+854.58)+846.77)+674.08)+306.58)+644.73)+906.14)+538.58)+940.01)+706.64)+449.27)+933.71)+855.23)+810.77)+619.18)+580.47)+907.79)+192.87)+557.50)+978.09)+682.82)+180.69)+885.10)+833.09)+803.48)+127.38)+822.97)+579.63)+842.21)+85.41)+405.64)+585.04)+805.44)+74.15)+159.70)+127.34)+265.02)+250.71)+738.79)+917.50)+429.28)+984.65)+994.75)+808.48)+118.93)+870.79)+401.92)+57.55)+219.27)+271.74)+149.32)+657.87)+755.16)+4.78)+417.19)+687.68)+826.80)+30.88)+74.40)+454.03)+911.70)+905.31)+578.10)+121.96)+823.04)+810.20)+54.79)+932.64)+800.48)+708.85)+634.15)+87.33)+774.59)+618.42)+767.82)+816.37)+652.64)+922.73)+340.51)+971.37)+874.95)+310.74)+535.54)+847.22)+274.29)+47.26)+239.93)+425.20)+401.13)+862.73)+874.58)+12.42),0,160.78,15.2525,0,58.34,13.5365
164,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((711.31+930.55)+828.73)+416.35)+520.97)+988.04)+947.05)+4.35)+158.41)+414.55)+269.39)+582.48)+715.35)+844.77)+112.19)+494.31)+785.50)+958.91)+466.71)+71.68)+808.48)+95.28)+363.60)+962.64)+16.85)+196.68)+577.08)+980.49)+128.69)+921.42)+362.85)+473.91)+11.40)+649.52)+553.97)+513.34)+700.05)+698.26)+641.39)+896.00)+124.72)+180.42)+383.06)+167.38)+153.55)+684.14)+330.08)+716.25)+944.23)+624.54)+620.44)+778.27)+453.89)+519.69)+484.97)+901.06)+47.54)+41.20)+438.25)+620.56)+793.76)+722.78)+780.29)+360.19)+783.87)+512.00)+205.99)+74.46)+427.48)+581.79)+95.29)+481.51)+710.95)+966.63)+219.57)+248.28)+819.59)+902.88)+697.25)+642.50)+557.08)+853.70)+176.59)+877.87)+376.76)+153.04)+161.37)+178.01)+876.88)+664.91)+225.57)+226.76)+85.06)+675.65)+640.37)+680.46)+425.21)+487.27)+567.62)+66.75)+915.77)+347.52)+795.36)+601.77)+1.42)+857.22)+218.05)+770.91)+700.94)+763.01)+915.19)+668.14)+462.81)+385.47)+571.01)+984.84)+159.97)+636.14)+579.39)+743.65)+455.75)+721.28)+473.41)+529.18)+994.73)+505.77)+500.36)+568.14)+732.12)+686.34)+315.86)+680.07)+19.80)+831.48)+703.33)+911.43)+430.75)+610.02)+646.71)+241.76)+330.32)+738.15)+161.25)+154.77)+254.04)+599.44)+828.07)+371.61)+632.05)+889.64)+249.22)+690.80)+356.52)+64.21)+124.78)+229.34)+472.04)+659.48)+820.18)+747.60)+897.11)+776.84)+430.18)+966.74)+966.44),0,169.75,38.4304,0,58.87,11.7298
165,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((877.21+194.32)+988.28)+942.94)+989.77)+56.55)+495.10)+172.26)+136.32)+190.96)+445.54)+119.52)+776.80)+674.20)+337.17)+781.55)+485.01)+608.56)+63.59)+762.33)+410.17)+778.82)+704.20)+556.09)+150.70)+755.28)+21.66)+99.81)+446.02)+341.75)+746.27)+513.60)+992.76)+385.83)+626.99)+741.46)+757.84)+980.37)+72.79)+391.39)+156.37)+129.41)+918.57)+479.83)+450.78)+219.73)+6.49)+156.12)+864.16)+928.64)+668.92)+467.28)+599.62)+753.29)+592.99)+455.30)+256.20)+995.71)+971.08)+987.50)+935.11)+345.91)+719.59)+126.04)+319.78)+582.77)+592.49)+985.14)+169.61)+579.72)+279.31)+317.14)+166.11)+839.57)+591.11)+797.86)+586.22)+624.38)+29.66)+429.65)+157.27)+190.57)+948.07)+184.73)+727.10)+417.38)+911.13)+427.14)+950.54)+762.89)+828.87)+850.73)+218.44)+267.90)+611.93)+720.78)+194.36)+595.37)+460.70)+50.22)+5.94)+782.47)+55.30)+434.25)+405.91)+147.03)+182.15)+416.45)+321.60)+150.03)+574.73)+557.50)+982.26)+792.46)+918.33)+345.62)+798.03)+508.73)+202.16)+657.86)+644.61)+33.53)+492.01)+254.57)+489.57)+232.38)+569.20)+489.91)+849.97)+368.16)+611.26)+365.71)+437.52)+479.14)+909.20)+917.40)+815.43)+971.97)+888.08)+940.73)+785.21)+953.86)+472.74)+400.88)+545.31)+53.75)+336.43)+366.03)+884.04)+993.59)+253.81)+799.91)+125.76)+611.00)+83.31)+116.76)+381.36)+564.61)+471.51)+603.69)+287.05)+407.76)+250.57)+265.18)+821.10)+299.94),0,171.59,39.6806,0,61.92,19.3415
166,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((106.65+516.16)+130.13)+103.44)+530.65)+621.30)+151.47)+785.65)+494.35)+580.10)+727.47)+563.87)+902.28)+600.56)+583.55)+709.39)+739.61)+622.34)+697.02)+776.00)+285.92)+378.35)+958.66)+215.74)+875.14)+466.07)+230.97)+978.16)+872.03)+216.06)+358.20)+261.99)+252.44)+756.78)+205.35)+394.49)+251.78)+736.25)+162.81)+383.36)+158.82)+271.77)+601.69)+542.02)+742.78)+982.41)+363.51)+528.65)+5.62)+411.52)+406.66)+703.42)+331.78)+171.62)+375.11)+389.95)+905.54)+481.38)+489.19)+887.80)+225.10)+190.18)+323.47)+550.11)+624.55)+847.81)+214.10)+299.71)+223.33)+438.75)+103.34)+787.73)+418.95)+357.43)+318.58)+296.12)+807.22)+985.53)+749.15)+951.29)+362.02)+437.90)+722.16)+418.96)+482.47)+897.82)+602.35)+660.38)+7.68)+60.07)+583.13)+583.60)+556.57)+310.56)+631.65)+197.85)+231.15)+960.96)+816.92)+27.67)+13.78)+577.05)+415.45)+495.00)+483.98)+199.28)+277.67)+815.03)+169.37)+558.00)+350.73)+677.04)+998.77)+337.58)+690.91)+122.06)+410.76)+618.21)+195.30)+367.60)+224.40)+521.06)+481.35)+14.71)+277.85)+896.83)+67.28)+776.93)+930.48)+497.65)+995.49)+190.20)+608.20)+26.38)+301.78)+998.26)+818.96)+253.87)+753.51)+216.02)+585.88)+849.98)+608.03)+244.46)+668.83)+64.07)+794.97)+8.26)+834.89)+19.00)+406.81)+225.34)+279.40)+897.01)+41.72)+107.93)+999.99)+856.24)+782.37)+285.84)+55.73)+598.62)+938.71)+837.44)+934.02)+4.32)+626.19),0,162.66,20.6668,0,57.15,4.62836
167,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((450.34+840.66)+997.56)+944.90)+963.23)+937.15)+656.96)+592.02)+37.91)+174.94)+200.14)+672.05)+88.05)+812.03)+760.39)+845.28)+696.92)+162.58)+507.81)+829.97)+316.66)+184.21)+0.96)+124.35)+911.86)+665.50)+62.15)+495.78)+634.27)+93.96)+142.71)+533.79)+451.10)+606.67)+255.30)+833.02)+501.86)+814.76)+590.62)+558.89)+257.43)+545.21)+321.43)+236.25)+661.60)+429.24)+162.19)+951.67)+756.38)+493.87)+427.35)+418.95)+232.92)+683.90)+371.04)+142.27)+191.55)+327.45)+518.49)+303.24)+511.38)+692.88)+284.41)+87.41)+70.13)+594.64)+139.23)+7.30)+744.52)+112.68)+824.01)+163.42)+526.20)+764.57)+168.44)+916.96)+291.90)+907.00)+958.22)+817.01)+443.28)+174.28)+200.91)+675.36)+834.60)+164.72)+488.33)+291.06)+911.03)+616.31)+263.27)+825.86)+195.95)+298.41)+317.74)+272.78)+609.20)+835.59)+690.87)+418.69)+978.20)+612.30)+849.29)+43.20)+143.37)+574.36)+230.38)+967.42)+492.60)+181.63)+598.51)+90.31)+900.33)+847.05)+309.41)+323.90)+764.51)+78.43)+123.05)+116.25)+868.53)+334.00)+495.29)+351.40)+969.71)+873.28)+256.97)+966.26)+968.92)+620.71)+294.94)+95.27)+151.58)+603.95)+668.67)+364.60)+912.62)+376.13)+690.04)+476.24)+223.22)+643.36)+940.12)+660.00)+702.74)+954.87)+424.35)+120.02)+204.58)+352.14)+394.74)+424.21)+688.02)+494.60)+776.29)+159.50)+669.02)+215.66)+615.34)+959.85)+197.87)+525.07)+862.59)+574.80)+633.37)+87.38)+589.29)+176.01),0,160.9,6.95803,0,57.31,5.25452
168,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((259.44+460.50)+590.99)+698.19)+496.88)+72.94)+913.61)+102.43)+567.80)+13.89)+442.96)+865.67)+382.29)+96.53)+367.42)+213.12)+910.16)+21.97)+331.30)+222.82)+941.34)+133.70)+109.61)+166.07)+124.31)+352.65)+27.46)+550.66)+26.56)+349.62)+22.18)+710.79)+292.04)+364.31)+929.87)+264.86)+494.40)+365.95)+568.31)+649.87)+420.68)+291.63)+494.41)+506.35)+224.70)+453.75)+145.39)+603.11)+403.25)+439.72)+378.85)+351.97)+601.25)+246.87)+213.55)+127.06)+567.94)+400.24)+893.02)+995.68)+311.31)+220.42)+650.84)+681.14)+908.71)+647.67)+411.59)+608.27)+226.18)+439.31)+560.97)+260.13)+69.66)+853.65)+296.82)+583.57)+26.88)+833.06)+263.45)+756.92)+544.52)+803.23)+837.30)+463.63)+233.03)+561.85)+994.85)+394.94)+749.35)+358.84)+994.21)+705.94)+779.05)+544.76)+779.48)+794.40)+548.02)+560.41)+751.72)+180.09)+835.61)+78.54)+11.49)+132.23)+387.93)+941.63)+967.54)+451.39)+459.24)+498.54)+45.33)+884.51)+952.20)+635.96)+585.24)+68.96)+16.42)+23.01)+645.85)+875.35)+41.82)+873.31)+715.79)+237.55)+575.33)+526.05)+241.47)+358.61)+95.16)+369.12)+741.17)+800.94)+338.41)+641.53)+202.49)+231.65)+358.11)+787.49)+401.62)+958.47)+61.85)+514.20)+122.12)+483.51)+371.29)+261.21)+82.53)+96.87)+37.77)+839.85)+322.59)+756.91)+317.39)+313.54)+659.64)+519.50)+262.27)+928.34)+666.00)+383.13)+209.06)+701.61)+996.92)+203.99)+502.78)+192.97)+215.91)+835.39)+450.59),0,162.05,10.2478,0,57.33,1.7869
169,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((143.65+262.71)+284.68)+557.66)+560.88)+731.36)+4.28)+932.43)+414.65)+962.48)+415.26)+325.91)+545.11)+714.19)+373.00)+41.42)+120.84)+16.78)+55.25)+579.91)+477.88)+758.85)+16.45)+479.28)+298.90)+665.64)+344.51)+203.25)+36.35)+938.68)+388.32)+506.51)+837.30)+529.72)+69.65)+648.79)+295.21)+614.26)+859.68)+650.62)+6.75)+364.09)+260.56)+219.80)+250.75)+296.75)+509.49)+43.91)+69.85)+36.64)+846.79)+23.71)+494.19)+801.28)+183.49)+849.38)+503.74)+330.78)+372.77)+142.05)+390.97)+999.08)+506.77)+295.37)+347.68)+484.49)+854.24)+234.52)+583.89)+508.06)+928.37)+184.03)+0.86)+480.94)+212.49)+393.13)+331.49)+432.97)+927.44)+524.31)+92.87)+836.61)+832.73)+689.93)+647.24)+236.74)+946.38)+780.24)+554.92)+597.77)+769.19)+776.62)+587.87)+278.88)+67.14)+346.84)+315.72)+289.50)+670.88)+430.21)+561.89)+626.00)+128.33)+784.96)+740.08)+475.30)+450.56)+645.08)+910.99)+958.84)+168.30)+689.56)+374.32)+121.09)+213.38)+195.71)+220.93)+182.42)+944.76)+559.67)+367.03)+706.46)+550.00)+891.63)+619.23)+328.05)+528.85)+368.85)+276.76)+437.37)+883.26)+929.48)+721.72)+905.08)+603.60)+629.32)+994.24)+220.46)+204.78)+794.25)+897.81)+445.36)+143.89)+320.52)+997.07)+805.11)+481.28)+888.62)+963.21)+625.05)+193.05)+562.98)+987.95)+483.05)+545.70)+626.84)+320.87)+829.96)+77.08)+549.44)+410.84)+926.51)+841.19)+886.89)+932.35)+89.07)+12.69)+275.03)+377.11)+159.81),0,165.76,19.8276,0,59.7,11.8343
170,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((939.92+285.22)+687.73)+650.70)+276.92)+157.88)+470.72)+384.31)+176.78)+58.94)+568.44)+714.27)+800.74)+85.50)+932.96)+184.40)+184.07)+647.39)+686.08)+12.56)+21.88)+700.21)+432.39)+236.14)+859.71)+89.66)+882.05)+555.85)+157.01)+863.52)+204.22)+358.59)+783.51)+534.39)+537.24)+352.68)+547.02)+686.73)+885.87)+838.63)+775.23)+316.38)+348.89)+798.54)+21.77)+852.76)+279.81)+821.81)+202.82)+719.43)+471.32)+438.97)+746.27)+550.44)+272.67)+775.69)+951.81)+9.62)+617.69)+466.42)+167.88)+518.87)+690.53)+657.19)+330.85)+664.68)+216.27)+917.11)+835.00)+927.42)+107.22)+49.52)+362.17)+991.25)+925.55)+655.33)+88.01)+209.02)+36.89)+966.42)+621.56)+512.47)+140.43)+136.38)+147.96)+754.73)+782.71)+56.28)+919.23)+447.51)+350.17)+383.73)+293.77)+376.21)+12.86)+124.73)+390.38)+147.31)+791.36)+360.64)+230.82)+348.18)+782.17)+847.99)+109.22)+626.76)+988.51)+836.90)+827.03)+950.98)+116.34)+314.63)+965.73)+957.49)+512.23)+970.47)+619.02)+831.85)+836.59)+603.71)+631.17)+124.31)+216.58)+111.48)+596.53)+935.36)+658.43)+197.76)+793.10)+550.08)+117.00)+359.18)+697.74)+921.35)+202.45)+497.60)+165.89)+53.11)+688.44)+653.74)+441.85)+105.55)+42.60)+915.01)+655.19)+834.35)+982.16)+195.12)+450.38)+566.17)+682.06)+313.87)+289.11)+992.82)+392.50)+674.99)+476.03)+631.06)+166.28)+698.13)+505.15)+130.58)+629.61)+792.31)+434.54)+381.63)+137.37)+844.21)+658.92)+551.53)+518.17),0,164.95,14.7958,0,57.53,1.60463
171,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((848.12+305.36)+182.42)+886.76)+733.12)+575.99)+650.34)+212.01)+185.10)+971.57)+261.63)+263.19)+359.80)+142.86)+42.64)+599.08)+715.57)+517.54)+296.94)+715.51)+578.06)+500.85)+852.63)+216.23)+121.68)+991.91)+980.50)+201.06)+251.35)+445.27)+611.68)+510.05)+365.12)+575.53)+975.38)+153.91)+803.47)+885.10)+939.20)+61.28)+868.73)+742.80)+305.07)+271.90)+869.27)+774.61)+806.42)+437.03)+211.81)+887.46)+524.54)+959.13)+30.10)+884.32)+689.70)+793.59)+950.63)+174.97)+665.84)+696.59)+627.14)+329.48)+542.08)+792.71)+39.76)+328.69)+361.15)+796.05)+224.28)+536.01)+762.91)+303.21)+92.99)+945.80)+135.10)+568.66)+399.15)+474.46)+228.13)+257.27)+917.25)+299.85)+569.95)+203.00)+780.72)+608.69)+216.35)+204.02)+988.12)+377.36)+324.36)+564.67)+478.06)+678.63)+687.54)+401.23)+444.97)+606.13)+229.20)+91.18)+417.41)+369.51)+332.32)+243.05)+983.81)+940.43)+852.35)+527.52)+16.64)+643.83)+814.31)+144.03)+773.45)+439.09)+869.59)+146.98)+263.40)+932.43)+301.62)+293.74)+963.20)+500.70)+320.67)+505.62)+954.65)+877.18)+722.15)+181.98)+518.25)+168.66)+676.35)+468.43)+923.52)+549.09)+559.50)+488.43)+55.68)+867.66)+703.91)+567.17)+387.64)+142.65)+495.07)+624.32)+912.70)+751.14)+432.50)+19.69)+6.25)+986.53)+660.61)+881.58)+765.98)+861.11)+684.55)+216.51)+947.57)+822.83)+334.27)+45.41)+185.28)+58.74)+262.93)+71.76)+114.89)+909.03)+26.40)+677.26)+655.19)+739.90)+452.60)+794.49),0,160.21,19.5718,0,57,11.0188
